Total Value Created:,#N/A,,,,
8/4/2023,"$1,000,000",Bay Area Video Coalition (BAVC),@BAVCmedia,https://www.bavc.org/,"Bay Area Video Coalition (BAVC) Media is a community hub and resource for media makers in the Bay Area and across the country, serving several thousand freelancers, filmmakers, job-seekers, activists, and artists every year.  Funding will bolster advanced training and workforce development programs for girls, women, and gender expansive participants through the Reel Stories which offers school year and summer programming for girls, young women, and nonbinary people."
8/4/2023,"$250,000",Project Glimmer,@projectglimmer,https://www.projectglimmer.org/,"Project Glimmer inspires all girls to envision and realize an empowered future. Project Glimmer serves over one million teenage girls and women, 86% of whom are young women of color. Project Glimmer works in all 50 states through partnerships with 1,000+ organizations including foster care, homeless, crisis care, and youth services. Through Project Glimmer’s programs including Gifts + Goods, Day of Empowerment and Empower Hour and Career Coaching, they are dedicated to helping end gender and racial inequality."
8/4/2023,"$250,000",Pour Les Femmes Foundation,@plfdreams,https://pourlesfemmesfoundation.org/,"Pour Les Femmes Foundation’s goal is to use its voice to highlight issues related to improving the lives of women and girls and to provide funding for programs that are working to create safe and supportive environments in which women and children can exercise their personal freedoms as individuals, contribute to the betterment of their communities and thrive. Funding will support local partners in the eastern Democratic Republic of the Congo that provide work and vocational training to women in rural communities and that provide a decent education to at-risk children who are orphans and refugees of the ongoing crisis in the Great Lakes region of Africa."
8/4/2023,"$1,000,000",Girl Scouts of Northern California,@gsnorcal,https://www.gsnorcal.org/ ,"Girl Scouts of Northern California builds girls of courage, confidence, and character who make the world a better place. In recognition that 52% of girls in California are Latina, one of our goals is to invest in supportive infrastructure and culturally relevant programming so that Girl Scouts is more reflective of the Northern California community served. Funding will support continuing work to be an anti-racist organization and to nurture diversity, equity, inclusion and belonging, so that all girls and youth who identify with the girl experience feel like they belong in Girl Scouts and have equitable opportunities to achieve Girl Scout leadership outcomes."
7/27/2023,"$500,000",RefuSHE,@WeAreRefuSHE,https://www.refushe.org/,"RefuSHE’s holistic model of care ensures refugee girls, women, and children in Nairobi, Kenya have equal access to safety, education, and economic prosperity.  RefuSHE’s three core interventions – Safe House, Girls Empowerment Program, and Community-Based Protection and Livelihoods – address the unique needs of refugee girls and women as they transition from displacement to durable solutions. "
7/27/2023,"$150,000",Urban Gleaners,,http://urbangleaners.org/,"Urban Gleaner’s role is to provide a critical link between organizations and businesses that have excess food and the food insecure children and families who need this food.  Urban Gleaners’s work is geared towards promoting environmental sustainability by rescuing healthy and wholesome food from going into landfills, while directly mitigating the systemic inequities that contribute to food insecurity in our communities."
7/27/2023,"$200,000",PERIOD.,@periodmovement,https://www.period.org/,"PERIOD. is a global, youth-powered non-profit that is fighting to end period poverty and period stigma through advocacy, education, and service.  Through hundreds of local PERIOD. chapters and partner organizations throughout the world, PERIOD. joyfully provides period products, stigma-free educational materials about menstrual health, and advocates for policy change such as the repeal of the luxury tax on period products and mandating products in schools. "
7/27/2023,"$300,000",St. Anthony Foundation,@stanthonysf,https://www.stanthonysf.org/,"St. Anthony Foundation seeks to feed, clothe, heal, shelter, lift the spirits of those in need, and create a society in which all persons flourish. Funding will support  St. Anthony’s Women and Children’s Services which offers homeless women and young women with children, many of whom are currently experiencing or are fleeing gender-based violence, short-term supportive housing through the Oasis Inn and wrap-around services through St. Anthony’s (e.g., physical and mental health, clothing, job training, referrals for permanent housing). "
7/27/2023,"$500,000",Outward Bound California,@outwardboundca,https://outwardboundcalifornia.org/,"Outward Bound California's mission is to change lives through challenge and discovery. Funding will help increase programming for girls in California, empowering young women to find their voice and discover there’s more in them than they know."
7/27/2023,"$100,000",Motivating Our Students Through Experience (MOSTe),@mosteorg,https://www.moste.org/,"Motivating Our Students Through Experience (MOSTe) mentors and empowers girls from underserved areas of Los Angeles County to become the next generation of college-educated women. By providing workshops, college visits and supportive spaces where scholars can grow their confidence, develop socio-emotional skills, build resources and explore career options, MOSTe helps them realize their pathways to a bright future. "
7/27/2023,"$1,000,000",Women's Refugee Commission,@wrcommission,https://www.womensrefugeecommission.org/ ,"The Women’s Refugee Commission (WRC) has been working for over 30 years to center gender equality and women’s and girls’ empowerment in global responses to some of the world’s darkest challenges. With dramatic increases in the number of people impacted by instability, poverty, and displacement, WRC’s advocacy and research in the humanitarian and development nexus has strengthened community and government resilience, bolstered localization efforts, and created the tools that promote gender equality, economic and social justice for women and girls, and gender transformative change."
7/27/2023,"$1,000,000",MSI US,@MSIchoices,https://www.msichoices.org/,"MSI is one of the world's leading providers of sexual and reproductive healthcare, working across 37 countries to support reproductive choice.  MSI delivers quality reproductive healthcare to millions of the world’s most vulnerable through diverse channels.  MSI served 21.1 million people in 2022 through 300 centers, outreach teams, nurses and midwives, partnerships with government health ministries, and network of pharmacies and private providers.  "
7/27/2023,"$50,000",Mechanics' Institute,@MILibrary,https://www.milibrary.org/chess,"Mechanics’ Institute Scholastic Chess Program provides chess instruction to youth through classes in local schools, camps, and tournaments. Funding will provide targeted opportunities for chess and intellectual exchange for girls and young women through increased access, opportunity, and education. "
7/27/2023,"$250,000",Girls Incorporated of New York City,@girlsincnyc,https://www.girlsincnyc.org/ ,"Girls Inc. of New York City inspires all girls to be strong, smart, and bold, delivering life transforming programs to girls, young women, and gender-expansive youth throughout New York City. Through education and advocacy, Girls Inc. of New York City prepares girls to navigate gender, economic, and social barriers to advance to a more equitable world. "
7/27/2023,"$1,000,000",Right To Play ,@Righttoplayusa,https://righttoplayusa.org/,"Right To Play (RTP) is a global leader in igniting the potential of every child. For twenty years RTP has been transforming children’s lives using its unique play-based learning approach to protect, educate, and empower children both inside and outside the classroom in Africa, Asia, the Middle East, and Canada. Funding will support RTP efforts to scale its girl’s education programs by reaching over 2.7 million children in 15 countries in Africa, the Middle East, and Asia.  "
7/27/2023,"$100,000","The Food Basket, Inc.",@TheFoodBasketHi,https://www.hawaiifoodbasket.org/,"The Food Basket is primarily concerned with serving the hunger needs of Hawai’i County’s residents. These needs manifest in the form of monthly food supplements, one-time family emergencies due to unusual circumstances, and mass distribution in the event of natural disasters.  Funding will support the Hawai'i Island Agricultural Innovation Park and Food System Campus, a collaboration with multiple partners to develop a 24-acre parcel of land in Hilo to support the production of safe, nutritious fair & affordable food for the community.  Campus functions include food processing and distribution, ag training and production, and farm and business incubation. "
7/27/2023,"$1,000,000",UCSF Institute for Global Health Sciences,@IGHSatUCSF,https://globalhealthsciences.ucsf.edu/,"The University of California, San Francisco Institute for Global Health Sciences, and the University of Nairobi’s “ENabling Girls in AI and Growing Expertise in Data Science” (ENGAGE) will create a health-focused data science training program for girls ages 15-22 in East Africa. The program offers an opportunity to create a pathway for young, talented, ambitious girls to join the emerging field of data science, elevate them out of poverty, and positively impact the health of their communities. "
7/27/2023,"$1,000,000",Yamba Malawi,@YambaMalawi,https://www.yambamalawi.org/,"Yamba Malawi envisions a world free of childhood poverty. Yamba Malawi works to disrupt the poverty cycle by empowering Malawi's young mothers and girls through a holistic blend of economic, educational, health, and social tools that foster the creation of female-led businesses. Yamba Malawi’s community-centered approach does more than combat poverty; it uplifts women and children, igniting a resilient and prosperous future for Malawi."
7/27/2023,"$500,000",Cambodian Children's Fund,@Tweet4CCF,https://www.cambodianchildrensfund.org/ ,"In Cambodia, girls face many challenges in finishing school and becoming independent. Poverty, cultural views, and lack of resources hinder them. Cambodian Children's Fund helps girls overcome these obstacles, focus on their education, and develop leadership and employability skills."
7/27/2023,"$1,000,000",Good Sports,@goodsportsinc,https://www.goodsports.org/,"Good Sports drives equitable access in youth sports and physical activity by supporting children in high-need communities to achieve their greatest potential, on the field and in life.  By providing sports equipment, apparel, and footwear Good Sports helps to alleviate barriers to play so all kids can experience the physical, mental, and social benefits associated with sports and physical activity. "
7/27/2023,"$650,000",Eastern Congo Initiative,@EasternCongo,https://www.easterncongo.org/,"ECI works shoulder to shoulder with Congolese innovators to grow positive, rippling change.  Funding will support women’s empowerment initiatives that expand access to clean water and health care for mothers and daughters. Women entrepreneurs will build their businesses, and communities will strengthen through their increased participation. "
7/27/2023,"$100,000",Giants Community Fund,@giantscommunity,https://www.mlb.com/giants/community/fund,"The Giants Community Fund collaborates with the San Francisco Giants to use baseball and softball to promote health, education, and character development to propel youth in underserved regions to be positive forces in their communities.  The Giants Community Fund is committed to increasing female participation in baseball and softball, with a goal to make sports more accessible, inclusive, supportive and both physically and emotionally safe for girls everywhere.  Funding will support the Game ChangeHER gender equity initiative, which aims to have girls comprise 50% of participants in the Junior Giants program by the 2026 season."
7/18/2023,"$500,000",CorStone,@CorstoneOrg,https://corstone.org/,"CorStone supports marginalized and vulnerable youth, particularly girls and young women, to build the skills to access their inner well-being—so they can transform their life trajectories and forge a path for themselves and future generations."
7/18/2023,"$200,000",Girl Up Initiative Uganda,@GirlUpUganda,https://girlupuganda.org/,"Girl Up Initiative Uganda aims to build a vibrant movement of girls and young women through transformative leadership, sexual and reproductive health education, and skills development. "
7/15/2023,"$100,000",Family and Child Empowerment Services -San Francisco (FACES SF),@FACESSF,https://facessf.org,"FACES SF empowers families who live and work in San Francisco to transform their futures through evidence-based educational and economic opportunities. FACES SF employs a two-generation approach to close the educational achievement gap and empower families.  This approach to early childhood ensures girls’ equitable access to inclusive and gender responsive learning experiences, which promote cognitive, social, and emotional development; in the context of family support and wellness, a two- generation approach centers girls' well-being as intricately connected to their families' well-being; and in workforce development, applying a two- generation lens acknowledges the importance of empowering girls and their families through economic stability and career advancement. "
7/14/2023,"$1,000,000",Freedom of the Press Foundation ,@FreedomofPress,https://freedom.press/ ,"Freedom of the Press Foundation protects, defends, and empowers public-interest journalism in the 21st century.  Funding from #startsmall will support the establishment of the Daniel Ellsberg Chair on Government Secrecy, a full-time, endowed advocacy position at Freedom of the Press Foundation. The purpose of this position is to lead the fight against excessive government secrecy — the root cause of so many press freedom and democracy issues — while furthering Daniel Ellsberg’s legacy. "
7/14/2023,"$250,000",Dream Big!,@Dreambigld,https://www.dream-big.org/,"Dream Big! partners with schools, community sports organizations, Boys & Girls Clubs, and after school programs, to identify and fulfill the basic needs of girls and young women from economically disadvantaged communities, in elementary, junior high, high school, and college in order to help them engage in sports, recreation, and physical activities."
7/14/2023,"$100,000",MAIA,@maia_impact,https://www.maiaimpact.org/,"MAIA unlocks and maximizes the potential of young women to lead transformational change. Funding will support the MAIA Impact School, Central America’s first secondary school led by Indigenous women and specifically designed to connect the talents of Indigenous girls in Guatemala with the opportunities of the 21st century. "
7/14/2023,"$305,000",San Francisco Society for the Prevention of Cruelty to Animals (SF SPCA),@sfspca,https://www.sfspca.org/,"Since 1868, the San Francisco SPCA has been advocating for animals.  Funding will support opportunities for girls and young women to participate in the Community Medicine Education Training (CoMET) program at the Community Veterinary Clinic in the Excelsior neighborhood. The CoMET program introduces veterinary medicine to historically under-represented individuals in San Francisco. "
7/14/2023,"$1,000,000",The Marshall Project,@MarshallProj,https://www.themarshallproject.org/,"The Marshall Project is a nonpartisan, nonprofit news organization that seeks to create and sustain a sense of national urgency about the U.S. criminal justice system. The Marshall Project has an impact on the system through journalism, rendering it more fair, effective, transparent, and humane."
7/14/2023,"$250,000",Society of Women Engineers,@swetalk,https://swe.org/,"The Society of Women Engineers empowers women and girls to achieve their full potential in careers as engineers and leaders; expand the image of the engineering and technology professions as a positive force in improving the quality of life, and demonstrate the value of diversity and inclusion. Funding will support SWENext. a free program for girls under 18 to develop leadership skills, build self-confidence, learn from women engineers and role models, and foster a sense of belonging towards students interested in STEM."
7/14/2023,"$250,000",Girls Embracing Mothers,,https://www.manifestfreedom.com/,"Girls Embracing Mothers empowers girls with mothers in prison to break the cycle of incarceration and lead successful lives with vision purpose. Through the Manifest Freedom fellowship program, funding will support entrepreneurs and creatives impacted by the criminal legal system, building capacity in women and girls to create generational transformation through economic justice. "
7/14/2023,"$1,000,000",Teach For All,@TeachForAll,https://teachforall.org/,"Teach For All is a global network committed to developing collective leadership to ensure all children fulfill their potential. Teach For All's global organization supports a network of independent, locally-led organizations in 60+ countries, from Nigeria to India to Brazil, that are cultivating a rising generation of leaders to commit at least two years to teach in their countries’ marginalized communities. Funding will support Teach For All network partners working in communities where girls are most marginalized to grow the number of teacher leaders, build their mindsets and skills so they advance gender-responsive education, and foster their lifelong leadership as girls education advocates."
7/14/2023,"$1,000,000",CAMFED,@CAMFED,http://www.camfed.org/,"CAMFED catalyzes the power of the most vulnerable girls and young women to create the future they imagine — for themselves, for their communities, and for Africa. With this funding, CAMFED will deepen impact on three levels: 1) Provide comprehensive and responsive support for the most vulnerable girls so they can attend, participate and succeed in school; 2) Support the transition of young women beyond school to secure livelihoods and positions of influence and leadership; and 3) Improve learning opportunities for every child, through the adoption of proven solutions in national education systems"
7/14/2023,"$50,000",El Nido Family Centers,@ElNidoFamily,http://www.elnidofamilycenters.org/,"El Nido Family Centers empowers families in low-income communities of Los Angeles County to break the cycle of poverty, child abuse, violence, academic failure, and teen pregnancy through outstanding educational, youth development, health, and therapeutic services.  Funds will provide comprehensive wrap-around services to support vulnerable and low-income teen mothers and their infants/toddlers, including mentorship, educational and vocational support, and concrete needs.  "
7/14/2023,"$500,000",Justice Outside,@JusticeOutside,https://justiceoutside.org/,Justice Outside advances racial justice and equity in the outdoor and environmental movement.  Funding will support programs focused on girls’ health and education in the outdoors and environment as part of Justice Outside's Liberated Paths Grantmaking program.
7/14/2023,"$500,000",Primo Center,@Primo_Center,https://www.primocenter.org/,"The Primo Center empowers families to become productive, responsible, and independent members of their community. Funding will support integrated physical, dental, and mental health care, early childhood development, and supportive services to girls and young women in Chicago."
7/14/2023,"$1,000,000",University of San Francisco,@USFCA,https://www.usfca.edu/ ,"The University of San Francisco is committed to educating hearts and minds to cultivate the full, integral development of each person and all persons; pursuing learning as a lifelong humanizing and liberating social activity; and advancing excellence as the standard for teaching, scholarship, creative expression, and service. Funding will support equity-focused programming and research in health, education, and technology for girls and young women. "
7/14/2023,"$50,000","Girls Crushing It, Inc.",@girlscrushingit,https://www.girlscrushingit.org/,Girls Crushing It empowers girls ages 8-18 through entrepreneurial experiences that increase confidence and build leadership skills.
7/14/2023,"$1,000,000",Camp Fire National Headquarters,@campfirenhq,https://campfire.org/,"Camp Fire helps young people connect to the outdoors, to each other, and to themselves. Camp Fire creates safe spaces and powerful youth experiences that foster inclusive environments where all youth feel seen, heard, accepted, and invested in for who they are today, and who they want to be in the future. "
7/14/2023,"$150,000",Willie Mae Rock Camp for Girls,@williemaerock,https://www.williemaerockcamp.org/,"Willie Mae Rock Camp is a music and mentoring organization dedicated to empowering girls and gender-expansive youth. Its programs operate at the intersection of music, technology, and experimentation to spark curiosity and creative exploration through a social justice lens. "
7/14/2023,"$75,000",Advokids,@AdvokidsCA,https://advokids.org/,"Advokids protects the right of every foster child in California to safety, security, and a permanent home. Funding will support the development of girls-focused resources for Advokids’ website and free telephone hotline offering legal information to anyone concerned about a child in foster care in California."
7/5/2023,"$50,000",Casa Sonja—Ecovillage for Children and Women of Costa Rica,,https://www.ecovillageforchildren.org ,"Casa Sonja—Ecovillage for Children and Women of Costa Rica is building a children’s eco-village that offers relief to those who are victims of domestic violence, sexual abuse and poverty. The doors of the shelter are open to children in Cobano and the surrounding area to provide protection, personal development, and inclusion in a green and healing environment. "
7/5/2023,"$2,000,000",Shawn Carter Scholarship Fund,@ShawnCarterSF,https://www.shawncartersf.com,The mission of the Shawn Carter Foundation is to help individuals facing socio-economic hardships further their education at post-secondary institutions.
7/5/2023,"$1,400,000",WACO Theater Center ,@wacotheater ,https://wacotheatercenter.com ,"WACO Theater Center is a performing and visual arts organization that presents, commissions, and develops artistic works dedicated to stories of the African diaspora. WACO provides artists and young people a platform and voice to showcase their creativity, in order to connect and inspire others. Founded in 2016, WACO opened its doors to the public in 2017 in the heart of North Hollywood’s Arts District. The state-of-the-art complex includes a 99-seat theater and art gallery and exhibition space. Over its five-year history, WACO has invested in more than 700 artists and 1000 young people in Los Angeles and beyond. WACO is committed to providing a creative center where art can occur and give artists and youth a place to grow their talent and celebrate their artistry. "
6/26/2023,"$1,000,000",USAHello,@USAHello_org,https://usahello.org/,"USAHello provides online information and education tools to help immigrants, asylum seekers, refugees and their welcoming communities build brighter futures.  USAHello's virtual information hub provides plain language explainers in 12+ languages to support people navigating U.S. social systems and immigration policies. Women and girls are disproportionately impacted by disrupted education impacting first language literacy and post-arrival language acquisition, experiences of trauma during migration, and a dual burden of paid-labor and domestic caregiving responsibilities that often prevent them from accessing mainstream services and educational opportunities."
6/26/2023,"$50,000",Frameline,@framelinefest,https://www.frameline.org/,"Founded in 1977, the San Francisco International LGBTQ+ Film Festival is the longest-running, largest, and most widely recognized LGBTQ+ film exhibition event in the world.  In 2008, Frameline launched Youth in Motion, a program that provides free LGBTQ+ films and curriculum resources to middle and high schools in all 50 states."
6/22/2023,"$2,505,250",UCSF Sports Medicine Center for Women and Girls,@UCSFOrthosurg,https://www.ucsfhealth.org/clinics/womens-sports-medicine-center,"The UCSF Sports Medicine Center for Women and Girls is the first and only women’s sports medicine center in the Bay Area and on the West Coast providing comprehensive and inclusive orthopaedic care to women and girl athletes of all abilities and levels. The center is a program within the Department of Orthopaedic Surgery and the department’s mission is to pioneer musculoskeletal discovery, education, and innovative care to transform lives."
6/22/2023,"$1,000,000",SUGi Foundation,@sugiproject,https://www.sugiproject.com/,"SUGi delivers nature-based solutions in cities. Through the creation of ultra-dense, biodiverse pocket forests of native species, primarily in urban areas, SUGi builds biodiversity, climate resilience, and wellbeing. Funding will support SUGi’s Outdoor Classrooms with a focus on outreach and program development for girls in the planting of pocket forests on campus and support for them to become citizen scientists helping to assess plant growth rates, animal diversity, and temperature regimes within and outside the forest."
6/22/2023,"$1,000,000",The ONE Campaign,@ONECampaign,https://www.one.org/us/,"Driven by the idea that where you live should not determine whether you live, ONE is a global movement campaigning to end extreme poverty and preventable disease.  ONE’s work to end extreme poverty and preventable disease is, at its core, work to support women and girls who are disproportionately impacted by the key drivers of poverty, and who also have an outsized positive impact on their communities when anti-poverty measures improve their lives.  Funding will support ONE’s work to amplify the voices of women and girls in the ONE Champions program."
6/22/2023,"$1,000,000",Thorn,@thorn,https://www.thorn.org/,"Thorn builds and deploys technology to defend children from sexual abuse.  Funding will support efforts that disrupt the cycle of online child sexual abuse and completely eliminate it from the internet through three main objectives: 1) Victim Identification: Provide tools and connect data to help investigators recover children experiencing abuse faster; 2) Industry: Equip tech companies with cutting-edge tools, education, and connections to end the spread of abuse material and prevent revictimization; and, 3) Prevention: Empower children and families with the resources to prevent online sexual exploitation."
6/22/2023,"$1,000,000",The Santa Fe Opera,@santafeopera,https://www.santafeopera.org/,"The Active Learning Through Opera (ALTO) program brings Santa Fe Opera teaching artists into New Mexico classrooms.  Funding will support outreach to girls, engaging them in a creative process to make original art that expresses their understanding of something else they're learning in school.  Funding will also support efforts to recruit, train, and retain a greater number of Native and Latinx teachers, while expanding ALTO into New Mexico’s tribal and rural schools."
6/22/2203,"$250,000",Civic Space Foundation,@civicjoyfund,https://www.civicspacefoundation.org/,"The Civic Space Foundation’s Civic Joy Fund is spearheading five citywide projects to support artists, musicians, small businesses owners, and community leaders to help San Francisco recover and thrive.  Funding will support efforts to engage, empower, and uplift girls and young women in San Francisco through the Civic Joy Fund’s programs."
6/22/2023,"$100,000",GLBT Historical Society,@GLBTHistory,https://www.glbthistory.org/,"The GLBT Historical Society collects, preserves, exhibits and makes accessible to the public materials and knowledge to support and promote understanding of LGBTQ+ history, culture and arts in all their diversity. Funding will support improved education, outreach, and access to the GLBT Historical Society’s work for transgender and non-binary women and girls."
